,TITLE,ORCHESTRA,SINGER,STYLE,DATE,COMPOSER,AUTHOR,SOLOIST,DIRECTOR
5712,La cara de la luna,Quinteto PIRINCHO (Francisco Canaro),,TANGO,1941-11-05,Manuel Campoamor,,,
5713,La chiflada,Quinteto PIRINCHO (Francisco Canaro),,TANGO,1941-11-05,Anselmo Aieta,Francisco García Jiménez,,
5714,Reina de Saba,Quinteto PIRINCHO (Francisco Canaro),,TANGO,1941-11-05,?,?,,
5715,Yo te quiero mi bien,Quinteto PIRINCHO (Francisco Canaro),,VALS,1941-11-05,?,?,,
5716,Decile que vuelva,Francisco CANARO,Eduardo Adrian,TANGO,1941-12-10,Miguel Bucino,Miguel Bucino,,
5717,Rancho alegre,Francisco CANARO,Carlos Roldan,CORRIDO,1941-12-10,?,?,,
5718,Tango de medianoche,Francisco CANARO,Carlos Roldan,TANGO,1941-12-10,Armando Venanzi,Rafael Canaro,,
5719,Car-an-can-fu,Francisco CANARO,Carlos Roldan,MILONGA,1941-12-17,?,?,,
5720,El vals de los abuelos,Francisco CANARO,Eduardo Adrian,VALS,1941-12-17,Luis Rubistein,Luis Rubistein,,
5721,Palomita blanca (2),Francisco CANARO,Carlos Roldan,TANGO,1941-12-17,Ramón Collazo,Ramón Collazo,,
5722,Sencillo y compadre,Francisco CANARO,Carlos Roldan,TANGO,1941-12-17,Juan José Guichandut,Carlos Bahr,,
5723,El Chino Pantaleón,Francisco CANARO,Carlos Roldan,MILONGA,1942-01-13,Francisco Canaro,Francisco Canaro,,
5724,Oh-te-lo,Francisco CANARO,Carlos Roldan y Blakie,CORRIDO,1942-01-13,?,?,,
5725,Rosa morena,Francisco CANARO,Carlos Roldan,MILONGA,1942-01-16,?,?,,
5726,Candombe criollo,Francisco CANARO,Carlos Roldan,MILONGA,1942-01-20,Francisco Lomuto,Francisco Lomuto,,
5727,Una carta,Francisco CANARO,Carlos Roldan,TANGO,1942-01-20,Miguel Bucino,Miguel Bucino,,
5728,Amando en silencio,Francisco CANARO,Eduardo Adrian,TANGO,1942-04-06,José Pécora,Francisco García Jiménez,,
5729,En el viejo café,Francisco CANARO,Eduardo Adrian,TANGO,1942-04-06,Ernesto De Cicco,José María Contursi,,
5730,Galopa galopa,Francisco CANARO,Carlos Roldan,CORRIDO,1942-04-06,?,?,,
5731,Mi castigo,Francisco CANARO,Carlos Roldan,TANGO,1942-04-06,Julio César Sanders,César Vedani,,
5732,La milonga de mis perros,Francisco CANARO,Carlos Roldan,MILONGA,1942-04-22,?,?,,
5733,Los ojos más lindos,Francisco CANARO,Carlos Roldan,TANGO,1942-04-22,Francisco Canaro,Francisco Canaro,,
5734,Corazon encadenado,Francisco CANARO,Eduardo Adrian,TANGO,1942-04-24,Francisco Canaro,Ivo Pelay,,
5735,Paja brava,Francisco CANARO,Carlos Roldan,PERICON,1942-04-24,Francisco Canaro,Ivo Pelay,,
5736,Viviré con tu recuerdo,Francisco CANARO,Eduardo Adrian,VALS,1942-04-24,Francisco Canaro,Ivo Pelay,,
5737,Despues del aguacero,Francisco CANARO,Carlos Roldan,MARCHA,1942-05-06,?,?,,
5738,No lo creas por favor,Francisco CANARO,Susy del Carril,CORRIDO,1942-05-06,?,?,,
5739,Rafael,Francisco CANARO,Susy del Carril,MAZURCA,1942-05-06,?,?,,
5740,Es mejor perdonar,Francisco CANARO,Eduardo Adrian,TANGO,1942-06-22,Pedro Láurenz,José María Contursi,,
5741,Hace un aéno,Francisco CANARO,Eduardo Adrian,RANCHERA,1942-06-22,?,?,,
5742,Los harapos de mis sueños,Francisco CANARO,Eduardo Adrian,TANGO,1942-06-22,Mario Canaro,Francisco García Jiménez,,
5743,Maria Remedios,Francisco CANARO,Carlos Roldan,VALS,1942-06-22,Germán Teisseire,Carlos Pesce,,
5744,Mariposa nocturna,Francisco CANARO,Carlos Roldan,TANGO,1942-06-22,Manuel Fernández y González,Manuel Fernández y González,,
5745,Rosalia,Francisco CANARO,Carlos Roldan,CORRIDO,1942-06-22,?,?,,
5746,Cuando un viejo se enamora,Francisco CANARO,Carlos Roldan,MILONGA,1942-06-30,Rodolfo Sciammarella,Manuel Romero,,
5747,Necesito olvidar,Francisco CANARO,Eduardo Adrian,TANGO,1942-06-30,Rodolfo Sciammarella,Manuel Romero,,
5748,Claro de luna,Francisco CANARO,Eduardo Adrian,VALS,1942-09-30,?,?,,
5749,Gricel,Francisco CANARO,Eduardo Adrian,TANGO,1942-09-30,Mariano Mores,José María Contursi,,
5750,Que me quiten lo bailao,Francisco CANARO,Carlos Roldan,TANGO,1942-09-30,Miguel Bucino,Miguel Bucino,,
5751,San Benito de Palermo,Francisco CANARO,Carlos Roldan,MILONGA,1942-09-30,Juan Noli,Carlos Pesce,,
5752,Mi chapalita,Francisco CANARO,Carlos Roldan,CORRIDO,1942-11-13,?,?,,
5753,Poco a poco despacito,Francisco CANARO,Eduardo Adrian,TANGO,1942-11-13,Egidio Pittaluga,Egidio Pittaluga,,
5754,Va a cantar un ruiseñor,Francisco CANARO,Carlos Roldan,TANGO,1942-11-13,Andrés Domenech,Carlos Pesce,,
5755,Ay Jalisco no te rajes,Francisco CANARO,Carlos Roldan y Eduardo Adrian,CORRIDO,1942-11-18,?,?,,
5756,Cantando se van las penas,Francisco CANARO,Eduardo Adrian,TANGO,1942-11-18,Juan Canaro,Ricardo Duggan,,
5757,Soy un porteño,Francisco CANARO,Carlos Roldan,MILONGA,1942-11-18,José Razzano,Celedonio Flores,,
5758,El cornetín,Francisco CANARO,Carlos Roldan,TANGO,1942-12-29,Pedro Maffia,Cátulo Castillo y Homero Manzi,,
5759,La bien paga,Francisco CANARO,Eduardo Adrian,VALS,1942-12-29,?,?,,
5760,Muchacha (2),Francisco CANARO,Eduardo Adrian,VALS,1942-12-29,Félix Lípesker,Homero Manzi,,
5761,El saleroso,Francisco CANARO,Carlos Roldan,PASODOBLE,1942-12-30,Héctor Lomuto,Gerardo González,,
5762,El trovero (Yo te imploro),Quinteto PIRINCHO (Francisco Canaro),,VALS,1942-12-30,Rafael Tuegols y Agustín Irusta,Rafael Tuegols y Agustín Irusta,,
5763,Milonga con variación (Milonga con variaciones),Quinteto PIRINCHO (Francisco Canaro),,TANGO,1942-12-30,Francisco Canaro,,,
5764,Nido gaucho,Francisco CANARO,Eduardo Adrian,TANGO,1942-12-30,Carlos Di Sarli,Héctor Marcó,,
5765,Asi se baila el tango,Francisco CANARO,Carlos Roldan,TANGO,1943-03-18,Elías Randal,Marvil,,
5766,La niéna de la ventera,Francisco CANARO,Eduardo Adrian,VALS,1943-03-18,?,?,,
5767,Mandeme mi general,Francisco CANARO,Carlos Roldan,MILONGA,1943-03-18,?,?,,
5768,Nene caprichoso,Francisco CANARO,Carlos Roldan,TANGO,1943-03-18,Francisco Canaro,Ivo Pelay,,
5769,Soñar y nada mas,Francisco CANARO,Carlos Roldan y Eduardo Adrian,VALS,1943-05-05,Francisco Canaro,Ivo Pelay,,
5770,Tango brujo,Francisco CANARO,Carlos Roldan,TANGO,1943-05-05,Francisco Canaro,Francisco Canaro,,
5771,Tranquilo viejo tranquilo,Francisco CANARO,Carlos Roldan,TANGO,1943-05-05,Francisco Canaro,Ivo Pelay,,
5772,Y no la puedo olvidar,Francisco CANARO,Eduardo Adrian,TANGO,1943-05-05,Francisco Canaro,Francisco Canaro,,
5773,Candombe,Francisco CANARO,Carlos Roldan,MILONGA CANDOMBE,1943-05-12,Francisco Canaro,Francisco Canaro,,
5774,Con los amigos (A mi madre),Francisco CANARO,Eduardo Adrian,VALS,1943-05-12,Carlos Gardel y José Razzano,Sebastián Alfredo Robles,,
5775,Desesperanza (2),Francisco CANARO,Mariano Mores y coro,VIDALITA,1943-05-12,Francisco Canaro,Ivo Pelay,,
5776,El moño rojo,Francisco CANARO,Eduardo Adrian,MENUE,1943-05-12,?,?,,
5777,Se dice de mí,Francisco CANARO,Carlos Roldan,MILONGA,1943-05-19,Francisco Canaro,Ivo Pelay,,
5778,Cada vez que me recuerdes,Francisco CANARO,Eduardo Adrian,TANGO,1943-05-26,Mariano Mores,José María Contursi,,
5779,Ojos verdes,Francisco CANARO,Carlos Roldan,VALS,1943-05-26,Manuel López Quiroga Miquel,Salvador Federico Valverde y Rafael de León y Arias de Saavedra,,
5780,Uno,Francisco CANARO,Carlos Roldan,TANGO,1943-05-26,Mariano Mores,Enrique Santos Discepolo,,
5781,Francia,Quinteto PIRINCHO (Francisco Canaro),,VALS,1943-06-07,Octavio Barbero,Carlos Pesce,,
5782,Nueve puntos,Quinteto PIRINCHO (Francisco Canaro),,TANGO,1943-06-07,Francisco Canaro,,,
5783,La negrita candombe (La rumbita candombe),Francisco CANARO,Carlos Roldan,CANDOMBE,1943-07-16,?,?,,
5784,Mientras tu me quieras,Francisco CANARO,Eduardo Adrian,TANGO,1943-07-16,?,?,,
5785,Manolita (Los naipes no mienten jamas),Francisco CANARO,Carlos Roldan,VALS,1943-08-04,?,?,,
5786,Mi reflexión,Francisco CANARO,Carlos Roldan,TANGO,1943-08-04,Francisco Lomuto,Francisco Lomuto,,
5787,Como pelea de novios,Francisco CANARO,Carlos Roldan,MILONGA,1943-08-17,?,?,,
5788,Guitarra (2),Francisco CANARO,Carlos Roldan,TANGO,1943-08-17,Miguel Bucino,Miguel Bucino,,
5789,Valsecito amigo,Francisco CANARO,Eduardo Adrian,VALS,1943-08-17,Aníbal Troilo,José María Contursi,,
5790,Corazón que me has herido,Francisco CANARO,Eduardo Adrian,TANGO,1943-08-26,Enrique Maciel,Carmelo Volpe,,
5791,La brisa,Quinteto PIRINCHO (Francisco Canaro),,TANGO,1943-08-26,Francisco Canaro y Juan Canaro,Juan Andrés Caruso,,
5792,María Esther,Quinteto PIRINCHO (Francisco Canaro),,VALS,1943-08-26,?,?,,
5793,El liston,Francisco CANARO,Carlos Roldan y Eduardo Adrian,CORRIDO,1943-09-01,?,?,,
5794,Queja indiana,Francisco CANARO,Carlos Roldan,TANGO,1943-09-01,Juan Rodríguez,Juan Velich,,
5795,Tristeza marina,Francisco CANARO,Eduardo Adrian,TANGO,1943-11-10,José Dames y Roberto Flores,Horacio Sanguinetti,,
5796,Tu palida voz,Francisco CANARO,Carlos Roldan,VALS,1943-11-10,Charlo,Homero Manzi,,
5797,El gallo,Francisco CANARO,Carlos Roldan y Eduardo Adrian,POLCA,1943-11-17,?,?,,
5798,El tropero del amor,Francisco CANARO,Eduardo Adrian,TANGO,1943-11-17,Teófilo Lespés,Yaraví,,
5799,Sombras nada mas,Francisco CANARO,Eduardo Adrian,TANGO,1943-11-25,Francisco Lomuto,José María Contursi,,
5800,Aleluya (2),Francisco CANARO,Carlos Roldan,CANDOMBE,1943-12-15,Sebastián Piana,Cátulo Castillo,,
5801,La tormenta,Quinteto PIRINCHO (Francisco Canaro),,TANGO MILONGA,1943-12-15,?,?,,
5802,Violines y corazones,Quinteto PIRINCHO (Francisco Canaro),,VALS,1943-12-15,?,?,,
5803,El negro Ramon,Francisco CANARO,Carlos Roldan,TANGO,1943-12-29,?,?,,
5804,La culpa la tuve yo,Francisco CANARO,Eduardo Adrian,TANGO,1943-12-29,Andrés Domenech,Adolfo Avilés,,
5805,Por las calles de la vida,Francisco CANARO,Carlos Roldan,TANGO,1943-12-29,Enrique Cadícamo,Enrique Cadícamo,,
5806,La rosarina,Quinteto PIRINCHO (Francisco Canaro),,TANGO,1943-12-30,Ricardo González,,,
5807,Sueño de virgen,Quinteto PIRINCHO (Francisco Canaro),,VALS,1943-12-30,?,?,,
5808,Oiga rubia,Francisco CANARO,Carlos Roldan,MILONGA,1944-01-03,Elías Randal,Marvil,,
5809,Vieja carreta,Francisco CANARO,Eduardo Adrian,TANGO,1944-01-03,Antonio D´Alessandro y Nicolás D´Alessandro,Antonio D´Alessandro y Nicolás D´Alessandro,,
5810,La naranja nacio verde,Francisco CANARO,Carlos Roldán y Héctor Castel,MILONGA,1944-02-16,?,?,,
5811,Otra noche,Francisco CANARO,Carlos Roldan,TANGO,1944-02-16,Rodolfo Sciammarella,Rodolfo Sciammarella,,
5812,Todo es mentira,Francisco CANARO,Carlos Roldan,TANGO,1944-04-24,Francisco Canaro,Ivo Pelay,,
5813,Dos corazones,Francisco CANARO,Carlos Roldan,VALS,1944-05-08,Francisco Canaro,Ivo Pelay,,
5814,Fue por una mujer,Francisco CANARO,Carlos Roldan,TANGO,1944-05-08,?,?,,
5815,Sin compasion,Francisco CANARO,Carlos Roldan,TANGO,1944-05-08,?,?,,
5816,Horizonte azul,Francisco CANARO,Carlos Roldan,VALS,1944-05-15,?,?,,
5817,Que tal,Francisco CANARO,Carlos Roldan,TANGO,1944-05-15,?,?,,
5818,Rosa de pasión (2),Francisco CANARO,Carlos Roldan,FOXTROT,1944-05-22,Francisco Canaro,Ivo Pelay,,
5819,Buenas noches corazon,Francisco CANARO,Carlos Roldan y Chola Luna,FOXTROT,1944-06-02,?,?,,
5820,Cristal,Francisco CANARO,Carlos Roldan,TANGO,1944-06-07,Mariano Mores,José María Contursi,,
5821,Mi caballo bayo,Francisco CANARO,Carlos Roldan y Chola Luna,CORRIDO,1944-06-07,?,?,,
5822,Rosa de tango,Francisco CANARO,Carlos Roldan,TANGO,1944-06-07,Luis Rubistein,Luis Rubistein,,
5823,Serenata,Francisco CANARO,Carlos Roldan,MILONGA,1944-06-14,Juan Polito,Luis Rubistein,,
5824,Su carta no llegó,Francisco CANARO,Carlos Roldan,TANGO,1944-06-14,Raúl Fernández Siro,Homero Manzi,,
5825,Bésame mi amor,Francisco CANARO,Carlos Roldan,TANGO,1944-06-19,Enrique Lomuto,Oscar Rubens,,
5826,Dos minutos,Francisco CANARO,Carlos Roldan,TANGO,1944-06-19,?,?,,
5827,Santa Marta,Francisco CANARO,Carlos Roldan,CORRIDO,1944-06-23,Eugenio Nóbile,Eugenio Nóbile,,
5828,Esta noche de luna,Francisco CANARO,Carlos Roldan,TANGO,1944-06-28,José García y Graciano Gómez,Héctor Marcó,,
5829,Paloma,Francisco CANARO,Carlos Roldan,VALS,1944-06-28,Juan José Guichandut,Horacio Sanguinetti,,
5830,Mas solo que nunca,Francisco CANARO,Carlos Roldan,TANGO,1944-07-07,Federico Leone,Enrique Dizeo,,
5831,Tres amigos,Francisco CANARO,Carlos Roldan,TANGO,1944-07-07,Enrique Cadícamo,Enrique Cadícamo,,
5832,Estampa del 800,Francisco CANARO,Carlos Roldan,CANDOMBE,1944-07-19,Romeo Gavioli y Carmelo Imperio,Gerónimo Yorio,,
5833,En el fondo del mar,Francisco CANARO,Carlos Roldan,VALS,1944-07-21,Hipólito Basilio,Horacio Sanguinetti,,
5834,Naipe,Francisco CANARO,Carlos Roldan,TANGO,1944-07-21,Aníbal Troilo,Enrique Cadícamo,,
5835,Donde esta lo que soñé,Francisco CANARO,Carlos Roldan,TANGO,1944-07-26,?,?,,
5836,Llamandote,Francisco CANARO,Carlos Roldan,TANGO,1944-07-26,?,?,,
5837,Adelaida,Francisco CANARO,Carlos Roldan,VALS,1944-07-28,Francisco Pracánico,Diego Novillo Quiroga,,
5838,Copas amigas y besos,Francisco CANARO,Carlos Roldan,TANGO,1944-11-15,Mariano Mores,Enrique Cadícamo,,
5839,Incomprensión,Francisco CANARO,Guillermo Rico,VALS,1944-11-15,Oscar Sabino,Oscar Sabino,,
5840,A la lima y al limon,Francisco CANARO,Guillermo Coral,VALS,1944-12-06,?,?,,
5841,Torrente,Francisco CANARO,Carlos Roldan,TANGO,1944-12-06,Hugo Gutiérrez,Homero Manzi,,
5842,Como una herida,Francisco CANARO,Guillermo Coral,TANGO,1944-12-22,Oscar Sabino,Carlos Marín,,
5843,Desagravio,Francisco CANARO,Guillermo Coral,TANGO,1944-12-22,Francisco Lomuto,Homero Manzi y José María Contursi,,
5844,Destellos,Francisco CANARO,Carlos Roldan,TANGO,1944-12-22,Francisco Canaro,Juan Andrés Caruso,,
5845,Tres palabras,Francisco CANARO,Guillermo Coral,TANGO,1944-12-22,Alfredo De Franco,Alfredo De Franco,,
5846,Collar de amores,Francisco CANARO,Carlos Roldan,TANGO,1945-01-02,?,?,,
5847,Encuentro,Francisco CANARO,Guillermo Coral,TANGO,1945-01-02,Miguel Bucino,Miguel Bucino,,
5848,Café de Los Angelitos,Francisco CANARO,Carlos Roldan,TANGO,1945-03-09,José Razzano y Cátulo Castillo,José Razzano y Cátulo Castillo,,
5849,"Tu, el cielo y tu",Francisco CANARO,Guillermo Coral,TANGO,1945-03-09,Mario Canaro,Héctor Marcó,,
5850,Garras,Francisco CANARO,Carlos Roldan,TANGO,1945-03-15,Aníbal Troilo,José María Contursi,,
5851,Toda una vida,Francisco CANARO,Guillermo Rico,ARREGLO EN VALS,1945-03-15,?,?,,
5852,En un barco velero (Ana María),Francisco CANARO,Guillermo Coral,VALS,1945-03-21,Feliciano Brunelli y Félix Lipesker,Feliciano Brunelli,,
5853,Me gusta bailar milonga,Francisco CANARO,Carlos Roldan,MILONGA,1945-05-07,Pintín Castellanos,Pintín Castellanos,,
5854,Miguel Ángel,Francisco CANARO,Guillermo Coral,TANGO,1945-05-07,Vicente Demarco,Carlos Pesce,,
5855,Trenzas,Francisco CANARO,Guillermo Coral,TANGO,1945-05-07,Armando Pontier,Homero Expósito,,
5856,Duelo criollo,Francisco CANARO,Guillermo Coral,TANGO,1945-05-16,Juan Rezzano,Lito Bayardo,,
5857,Quién más que yo,Francisco CANARO,Carlos Roldan y Guillermo Coral,TANGO,1945-05-16,Mario Canaro,Héctor Marcó,,
5858,Llama Dolores,Francisco CANARO,Carlos Roldan,VALS,1945-05-23,?,?,,
5859,Ya estamos iguales,Francisco CANARO,Carlos Roldan,TANGO,1945-05-23,Anselmo Aieta,Francisco García Jiménez,,
5860,Adiós pampa mía,Francisco CANARO,Alberto Arenas,TANGO,1945-08-24,Francisco Canaro y Mariano Mores,Ivo Pelay,,
5861,Niebla,Francisco CANARO,Guillermo Coral,TANGO,1945-08-24,Francisco Canaro y Mariano Mores,Ivo Pelay,,
5862,Serafin y Julia Paz,Francisco CANARO,Guillermo Coral y Alberto Arenas,MILONGA,1945-08-31,?,?,,
5863,Pregonera,Francisco CANARO,Guillermo Coral y Alberto Arenas,TANGO,1945-09-04,Alfredo De Angelis,José Rótulo,,
5864,Cotorrita de la suerte,Francisco CANARO,Alberto Arenas,TANGO,1945-09-13,Alfredo De Franco,José De Grandis,,
5865,No llores nunca más,Francisco CANARO,Guillermo Coral y Alberto Arenas,VALS,1945-09-13,Francisco Canaro y Mariano Mores,Ivo Pelay,,
5866,Viernes de pasión,Francisco CANARO,Guillermo Coral,TANGO,1945-10-17,José Vázquez Vigo,Francisco García Jiménez,,
5867,Canción desesperada,Francisco CANARO,Alberto Arenas,TANGO,1945-10-19,Enrique Santos Discépolo,Enrique Santos Discépolo,,
5868,Tedio,Francisco CANARO,Alberto Arenas,TANGO,1945-10-19,Miguel Bucino,Miguel Bucino,,
5869,Tristeza criolla,Francisco CANARO,Guillermo Coral,VALS,1945-10-19,Ignacio Corsini,Julián de Charras,,
5870,Maria,Francisco CANARO,Alberto Arenas,TANGO,1945-11-06,Aníbal Troilo,Cátulo Castillo,,
5871,Margo,Francisco CANARO,Guillermo Coral,TANGO,1945-12-14,Armando Pontier,Homero Expósito,,
5872,Cuatro lágrimas,Francisco CANARO,Alberto Arenas,TANGO,1945-12-21,Lito Bayardo,Lito Bayardo,,
5873,Mañana no estarás,Francisco CANARO,Guillermo Coral,TANGO,1945-12-21,Ariel Gessaghi,Horacio Sanguinetti,,
5874,La metralla,Francisco CANARO,,TANGO,1945-12-28,Manuel Campoamor,,,
5875,Mis amigos de ayer,Francisco CANARO,Guillermo Coral,TANGO,1945-12-28,Francisco Lomuto,José María Contursi,,
5876,Adiós pampa mía,Francisco CANARO,Nelly Omar,TANGO,1946-01-28,Francisco Canaro y Mariano Mores,Ivo Pelay,,
5877,Canción desesperada,Francisco CANARO,Nelly Omar,TANGO,1946-01-28,Enrique Santos Discépolo,Enrique Santos Discépolo,,
5878,Juana Rebenque,Francisco CANARO,Guillermo Coral,TANGO,1946-02-27,Luis Riccardi,Enrique Cadícamo,,
5879,En la noche de tus ojos,Francisco CANARO,Guillermo Coral,TANGO,1946-03-21,Pacífico Lambertucci,Francisco García Jiménez,,
5880,Sin embargo no estoy triste,Francisco CANARO,Alberto Arenas,TANGO,1946-03-21,Rodolfo Sciammarella,Leopoldo Torre Ríos,,
5881,Nobleza de arrabal,Francisco CANARO,Alberto Arenas,TANGO,1946-04-09,Francisco Canaro,Homero Manzi,,
5882,Devolveme lo que es mio,Francisco CANARO,Guillermo Coral y Alberto Arenas,VALS,1946-04-16,?,?,,
5883,Dos almas,Francisco CANARO,Enrique Lucero,VALS,1946-04-16,Don Fabián,Don Fabián,,
5884,Cuando estemos lejos,Francisco CANARO,Enrique Lucero,TANGO,1946-06-07,Alberto Suárez Villanueva,Samuel Yankelevich,,
5885,Para que lo oigan,Francisco CANARO,Alberto Arenas,MILONGA,1946-06-07,Miguel Bucino,Miguel Bucino,,
5886,Me llaman el solitario,Francisco CANARO,Alberto Arenas,TANGO,1946-07-30,Francisco Lomuto,Enrique Cadícamo,,
5887,Te espero en Rodriguez Peña,Francisco CANARO,Enrique Lucero,TANGO,1946-07-30,Héctor Varela,Carlos Waiss,,
5888,Déjame no quiero verte más,Francisco CANARO,Enrique Lucero,TANGO,1946-08-20,Francisco Canaro y Mariano Mores,Ivo Pelay,,
5889,Sin palabras,Francisco CANARO,Alberto Arenas,TANGO,1946-08-20,Mariano Mores,Enrique Santos Discepolo,,
5890,Rosa de otoño,Francisco CANARO,Nelly Omar,VALS,1946-09-04,Guillermo Barbieri,José Rial (h),,
5891,Yira yira,Francisco CANARO,Alberto Arenas,TANGO,1946-09-09,Enrique Santos Discepolo,Enrique Santos Discepolo,,
5892,La tablada,Francisco CANARO,,TANGO,1946-09-10,Francisco Canaro,,,
5893,Pena gris,Francisco CANARO,Enrique Lucero,TANGO,1946-09-10,?,?,,
5894,Borrón de niebla,Francisco CANARO,Alberto Arenas,TANGO,1946-10-08,Gerónimo Yorio,Salvador Granata y Orlando Romanelli,,
5895,Gardel-Razzano (El morocho y el oriental),Francisco CANARO,Nelly Omar,MILONGA,1946-10-08,Ángel D'Agostino,Enrique Cadícamo,,
5896,La puñalada,Francisco CANARO,,MILONGA,1946-10-08,Pintín Castellanos,Celedonio Flores,,
5897,Canción desesperada,Francisco CANARO,Nelly Omar,TANGO,1946-11-28,Enrique Santos Discépolo,Enrique Santos Discépolo,,
5898,Si tu me quisieras,Francisco CANARO,Alberto Arenas,TANGO,1946-12-21,Francisco Canaro,Francisco Canaro,,
5899,Reliquias porteñas (2),Francisco CANARO,,POTPOURRI DE TANGOS,1946-12-23,Francisco Canaro,,,
5900,El milagro,Francisco CANARO,Enrique Lucero,TANGO,1946-12-26,Armando Pontier,Homero Expósito,,
5901,La melodía de nuestro adiós,Francisco CANARO,Alberto Arenas,TANGO,1947-01-03,Fioravanti Di Cicco,Carmelo Santiago,,
5902,Nuestros caminos,Francisco CANARO,Enrique Lucero,TANGO,1947-01-03,?,?,,
5903,Paz en mi tierra,Francisco CANARO,Alberto Arenas y Enrique Lucero,TANGO,1947-01-31,?,?,,
5904,Sentimiento gaucho,Francisco CANARO,Nelly Omar,TANGO,1947-03-26,Francisco Canaro y Rafael Canaro,Juan Andrés Caruso,,
5905,Sus ojos se cerraron,Francisco CANARO,Nelly Omar,TANGO,1947-03-26,Carlos Gardel,Alfredo Le Pera,,
5906,Eufemio Pizarro,Francisco CANARO,Alberto Arenas,TANGO,1947-04-21,Cátulo Castillo,Homero Manzi,,
5907,Vieja cumparsita,Francisco CANARO,Enrique Lucero,TANGO,1947-04-21,?,?,,
5908,Déjame no quiero verte más,Francisco CANARO,Nelly Omar,TANGO,1947-05-28,Francisco Canaro y Mariano Mores,Ivo Pelay,,
5909,La cancion de Buenos Aires,Francisco CANARO,Nelly Omar,TANGO,1947-05-28,Orestes Cúfaro y Azucena Maizani,Manuel Romero,,
5910,Angelitos negros,Francisco CANARO,Enrique Lucero,TANGO,1947-06-12,?,?,,
5911,Vine a verte,Francisco CANARO,Alberto Arenas,TANGO,1947-06-12,Miguel Bucino,Miguel Bucino,,
5912,El pollito,Quinteto PIRINCHO (Francisco Canaro),,TANGO,1947-07-31,Francisco Canaro,,,
5913,Pronto regreso,Quinteto PIRINCHO (Francisco Canaro),,TANGO,1947-07-31,Rosendo Mendizabal,,,
5914,El norteño,Francisco CANARO,,CARNAVALITO,1947-09-15,?,?,,
5915,Yo solo se,Francisco CANARO,Carlos Roldan,TANGO,1947-09-15,?,?,,
5916,Los ejes de mi carreta,Francisco CANARO,Alberto Arenas y Enrique Lucero,MILONGA,1947-10-20,Atahualpa Yupanqui,Romildo Risso,,
5917,Cantemos para olvidar,Francisco CANARO,Alberto Arenas y Enrique Lucero,TANGO,1947-10-22,?,?,,
5918,Desde el alma,Francisco CANARO,Nelly Omar,VALS,1947-10-22,Rosita Melo,Homero Manzi y Víctor Piuma Vélez,,
5919,Don Juan,Quinteto PIRINCHO (Francisco Canaro),,TANGO,1947-10-22,Ernesto Ponzio,Ricardo Podesta,,
5920,La milonga de Buenos Aires,Quinteto PIRINCHO (Francisco Canaro),,MILONGA,1947-10-22,Francisco Canaro,Ivo Pelay,,
5921,Nobleza de arrabal,Francisco CANARO,Nelly Omar,TANGO,1947-10-22,Francisco Canaro,Homero Manzi,,
5922,El choclo,Francisco CANARO,Alberto Arenas,TANGO,1948-01-15,Angel Villoldo,Angel Villoldo,,
5923,La última copa,Francisco CANARO,Alberto Arenas,TANGO,1948-01-15,Francisco Canaro,Juan Andrés Caruso,,
5924,Con la otra,Francisco CANARO,Alberto Arenas,TANGO,1948-04-12,Lito Bayardo,Lito Bayardo,,
5925,Amémonos,Francisco CANARO,Alberto Arenas y Enrique Lucero,VALS,1948-04-17,Carlos Montbrun Ocampo,Manuel Ceferino Flores,,
5926,El llorón,Quinteto PIRINCHO (Francisco Canaro),,TANGO MILONGA,1948-06-03,Juan Maglio,Enrique Cadícamo,,
