,Title,Rhythm,Year of Composition,Music Composer,Lyrics Composer,Genre,Vocalist,Ensemble,Instrumentalist,Recording Info,Duration,File ID
1830,Dicha pasada,Tango,1926,Guillermo Barbieri,Guillermo Barbieri,Tango,Alfredo Del Río,Orquesta,Francisco Rotundo,8-7-1957 Buenos Aires Odeon 14202 MAI-2109,,
1831,Dicha pasada,Tango,1926,Guillermo Barbieri,Guillermo Barbieri,Tango,Julio Sosa,Orquesta,Leopoldo Federico,30-5-1961 Buenos Aires CBS-Columbia 8307 2526,,
1832,Dicha pasada,Tango,1926,Guillermo Barbieri,Guillermo Barbieri,Tango,Miguel Montero,Orquesta,Osvaldo Pugliese,19-11-1958 Buenos Aires Odeon 52442 23653,,
1833,Dicha pasada,Tango,1926,Guillermo Barbieri,Guillermo Barbieri,Tango,Miguel Montero,Orquesta,Pascual Mamone,5-7-1974 Buenos Aires Odeon,02:56,3648
1834,Dicha pasada,Tango,1926,Guillermo Barbieri,Guillermo Barbieri,Tango,Tito Reyes,Orquesta,Aníbal Troilo,7-1-1965 Buenos Aires RCA-Victor AVL-3577 4868,,
1835,Dicha pasada,Tango,1926,Guillermo Barbieri,Guillermo Barbieri,Tango,Jorge Miró,Orquesta,Alberto Mancione,1989 Buenos Aires Almalí 125.107,,
1836,Dichas que viví,Vals,,José Lupi,Luis Lupi,Vals,Andrés Falgás,Orquesta,Rodolfo Biagi,13-7-1939 Buenos Aires Odeon 5606 10007,,
1837,Dichosa tú,Tango,,"Edgardo Truffa, Dante Gilardoni","Edgardo Truffa, Dante Gilardoni",Tango,Carlos Aguirre,Orquesta,Alfredo De Angelis,8-9-1970 Buenos Aires Odeon 858-A 37528,,
1838,Didí,Tango,,Roberto Firpo,,Tango,Instrumental,Orquesta,Carlos Di Sarli,14-1-1947 Buenos Aires RCA-Victor 60-1186 83202,,
1839,Didí,Tango,,Roberto Firpo,,Tango,Instrumental,Orquesta,Ricardo Tanturi,18-9-1941 Buenos Aires RCA-Victor 39408 59788,,
1840,Didí,Tango,,Roberto Firpo,,Tango,Instrumental,Orquesta,Rodolfo Biagi,21-10-1941 Buenos Aires Odeon 5627 11522,,
1841,Didí,Tango,,Roberto Firpo,,Tango,Instrumental,Orquesta,Carlos Di Sarli,1951 Buenos Aires Music Hall 1004B BA 1006,,
1842,Didí,Tango,,Roberto Firpo,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,1967 BUENOS AIRES Philips 82194 01.1968,,
1843,Diecinueve (Al Coliseo vamos a bailar),Tango,,Alberico Spatola,,Tango,Instrumental,,Jorge Finkielman,23-4-2004 Estados Unidos Particular,02:18,2381
1844,Diecinueve horas,Tango,2005,Pedro Chemes,,Tango,Instrumental,Conjunto,Pedro Chemes,2013 Buenos Aires P. Chemes 65562,03:32,7260
1845,Diez años,Tango,,"Pascual De Gregorio, Cayetano Puglisi",Manuel Ferradás Campos,Tango,Ada Falcón,Orquesta,Francisco Canaro,17-2-1934 Buenos Aires Odeon 11248 7630,03:06,7494
1846,Dime que sí,Vals,,Alfonso Esparza Oteo,Alfonso Esparza Oteo,Vals,Instrumental,Solo de piano,Juancito Díaz,Buenos Aires Caravelle,03:04,1900
1847,Dime que sí [b],Vals,,Ernesto Russo,,Vals,Instrumental,Orquesta,Pedro Maffia,1930 Buenos Aires Columbia Record 6027-B,,
1848,Dímelo al oído,Tango,1934,Francisco Lomuto,Francisco Lomuto,Tango,Alberto Rivera,Orquesta,Francisco Lomuto,28-5-1945 Buenos Aires Victor 37551 74444,02:33,711
1849,Dímelo al oído,Tango,1934,Francisco Lomuto,Francisco Lomuto,Tango,Tito Schipa,Con orquesta,,1934 Buenos Aires Victor,02:14,796
1850,Dímelo al oído,Tango,1934,Francisco Lomuto,Francisco Lomuto,Tango,Nina Miranda,,Fernando Córdoba,1957 Buenos Aires Odeon,,
1851,Din don,Tango,,Alberto Suárez Villanueva,Evaristo Fratantoni,Tango,Juan Carlos Miranda,Orquesta,Lucio Demare,12-7-1938 Buenos Aires Odeon 8051 9506,,
1852,"Dinero, dinero",Tango,1947,Enrique Delfino,Cátulo Castillo,Tango,Alberto Podestá,Orquesta,Carlos Di Sarli,26-9-1947 Buenos Aires RCA-Victor 60-1451 83670,,
1853,"Dinero, dinero",Tango,1947,Enrique Delfino,Cátulo Castillo,Tango,Oscar Serpa,Orquesta,Carlos Di Sarli,1952 Buenos Aires Music Hall 1025-A BA 1047,,
1854,Dios te salve m'hijo,Tango,1933,"Pedro Noda, Agustín Magaldi",Luis Acosta García,Tango,Agustín Magaldi,Con guitarras,,19-4-1933 Buenos Aires RCA-Victor 37392 74102,03:34,1393
1855,Dios te salve m'hijo,Tango,1933,"Pedro Noda, Agustín Magaldi",Luis Acosta García,Tango,Julio Sosa,Orquesta,Francisco Rotundo,12-1-1955 Buenos Aires Pampa 14121 MAI-1542,,
1856,Dios te salve m'hijo,Tango,1933,"Pedro Noda, Agustín Magaldi",Luis Acosta García,Tango,Julio Sosa,Orquesta,Leopoldo Federico,24-8-1961 Buenos Aires CBS-Columbia 8307 2677,,
1857,Dios te salve m'hijo,Tango,1933,"Pedro Noda, Agustín Magaldi",Luis Acosta García,Tango,Armando Laborde,Orquesta,Juan D'Arienzo,17-9-1947 Buenos Aires RCA-Victor 60-1433 83641,,
1858,Discepolín,Tango,,Aníbal Troilo,Homero Manzi,Tango,Raúl Berón,Orquesta,Aníbal Troilo,1951 Buenos Aires T.K. S 5048 101,,
1859,Discepolín,Tango,,Aníbal Troilo,Homero Manzi,Tango,Tania,Orquesta,Osvaldo Requena,1974 Buenos Aires Microfon,03:00,797
1860,Disco rayado,Tango,,"Miguel Caló, Miguel Nijensohn",,Tango,Instrumental,Orquesta,Miguel Caló,27-10-1950 Buenos Aires Odeon 55172 17853,,
1861,Discos de Gardel,Tango,1948,Eduardo Del Piano,Horacio Sanguinetti,Tango,Enrique Campos,Orquesta,Ricardo Tanturi,3-5-1945 Buenos Aires RCA-Victor 60-0682 80630,02:39,1519
1862,Disfrazado,Tango,1938,Antonio Esteban Tello,Alejandro Da Silva,Tango,Agustín Magaldi,,,21-1-1938 Buenos Aires Victor 38386 12080,03:06,476
1863,Disfrazado,Tango,1938,Antonio Esteban Tello,Alejandro Da Silva,Tango,Alfredo Del Río,Orquesta,Francisco Rotundo,22-1-1957 Buenos Aires Pampa 14191 MAI-2040,03:19,798
1864,Disfrazate muchachita,Tango,,Alejandro Schujer,,Tango,Instrumental,Orquesta,Cayetano Puglisi,2-8-1929 Buenos Aires Victor 47149,03:03,1141
1865,Disonante,Tango,,Julián Plaza,,Tango,Instrumental,Orquesta,Osvaldo Piro,1966 Buenos Aires Alanicky 7003,,
1866,Distancia [c],Milonga,,Alberto Cortez,Alberto Cortez,Milonga,Ana Medrano,Orquesta,Omar Valente,1996 Buenos Aires EMI CD853999-1,03:34,2028
1867,Divina,Tango,,Joaquín Mora,Juan De La Calle,Tango,Oscar Alonso,Orquesta,Carlos García,29-8-1968 Buenos Aires Odeon LDS-854,,
1868,Divina,Tango,,Joaquín Mora,Juan De La Calle,Tango,Héctor De Rosas,Orquesta,Osmar Maderna,14-12-1949 Buenos Aires RCA-Victor 60-1892,,
1869,Divina,Tango,,Joaquín Mora,Juan De La Calle,Tango,Instrumental,Solo de piano de,Lucio Demare,1957 Buenos Aires Disc Jockey 10.030,,
1870,Divina,Tango,,Joaquín Mora,Juan De La Calle,Tango,Instrumental,Bandoneón de,Cholo Montironi,2006 París Edic. Mus. Rosari MPR62,03:27,7083
1871,Doblando el codo,Tango,,Eduardo Del Piano,Juan Manuel Mañueco,Tango,Ángel Vargas,Orquesta Ángel Vargas dir:,Armando Lacava,22-12-1954 Buenos Aires RCA-Victor 68-1993 SO-3638,,
1872,Doblando el codo,Tango,,Eduardo Del Piano,Juan Manuel Mañueco,Tango,Rodolfo Galé,Orquesta,José Basso,23-9-1954 Buenos Aires Odeon 51618 19718,,
1873,Doblando el codo,Tango,,Eduardo Del Piano,Juan Manuel Mañueco,Tango,Osvaldo Bazán,Orquesta,Juan Sánchez Gorio,8-8-1954 Buenos Aires CBS-Columbia,02:42,7014
1874,Doble A,Tango,,José Basso,,Tango,Instrumental,Orquesta,José Basso,1986 Buenos Aires Tennessee 29.024,,
1875,Dogor,Tango,,Héctor Stamponi,Carlos Carella,Tango,Alberto Hidalgo,Orquesta,Osvaldo Piro,1967 Buenos Aires Philips 82184,,
1876,Dolor milonguero,Tango,,Juan Carlos Cobián,Enrique Cadícamo,Tango,Carmen Del Moral,Orquesta,Porfirio Díaz,1955 Chile Victor,03:18,1132
1877,Domani,Tango,,Carlos Viván,Cátulo Castillo,Tango,Mario Pomar,Orquesta,Carlos Di Sarli,1952 Buenos Aires Music Hall 1006B BA 1011,,
1878,Domingo a la noche,Tango,,Juan José Guichandut,Oscar Rubens,Tango,Raúl Berón,Orquesta,Miguel Caló,16-8-1944 Buenos Aires Odeon 8391 14034,,
1879,Domingo a la noche,Tango,,Juan José Guichandut,Oscar Rubens,Tango,Enrique Campos,Orquesta,Ricardo Tanturi,28-8-1944 Buenos Aires RCA-Victor 60-0529 79827,,
1880,Dominguera,Milonga,,Julián Plaza,,Milonga,Instrumental,Orquesta,Osvaldo Piro,1968 Buenos Aires Philips 82225,,
1881,Dominó,Tango,,José Gil,,Tango,Instrumental,Orquesta,Pedro Maffia,1931 Buenos Aires Columbia Record 6031-B,,
1882,Don Agustín Bardi,Tango,,Horacio Salgán,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,1961 BUENOS AIRES Philips 45046 10.1962,,
1883,Don Agustín Bardi,Tango,,Horacio Salgán,,Tango,Instrumental,Orquesta,Horacio Salgán,1964 Buenos Aires Philips,03:01,1745
1884,Don Agustín Bardi,Tango,,Horacio Salgán,,Tango,Instrumental,Orquesta,José Basso,1966 Buenos Aires Music Hall 2045,,
1885,Don Aniceto,Tango,,Esteban Gilardi,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,26-7-1950 Buenos Aires Odeon 55130 17731,,
1886,Don Atilio,Tango,,Osvaldo Pugliese,,Tango,Instrumental,Orquesta,Osvaldo Pugliese,27-6-1951 Buenos Aires Odeon 55262 18084,,
1887,Don Benjamín [b],Tango,,Robertino Acosta,,Tango,Instrumental,Dúo Aníbal Arias -,Arturo Penón,14-8-1982 Bernal En vivo-Homenaje a Bardi,02:24,7196
1888,Don Carlos,Canción,,Jaime Roos,Raúl Castro,Canción,Adriana Varela,Conjunto y coro de murga,,1999 Montevideo ND CDND-444 Cuando el río suena,,
1889,Don Esteban,Tango,,Augusto Berto,,Tango,Instrumental,Orquesta,Típica Select,24-8-1920 Camden (USA) Victor a72804,03:21,595
1890,Don Goyo,Tango,,Luis Bernstein,,Tango,Instrumental,Orquesta,Alberto Mancione,29-12-1950 Buenos Aires RCA-Victor 60-2091-B 94035/1,,
1891,Don Goyo,Tango,,Luis Bernstein,,Tango,Instrumental,Orquesta,Horacio Salgán,2-9-1953 Buenos Aires RCA-Victor,03:26,1156
1892,Don Goyo,Tango,,Luis Bernstein,,Tango,Instrumental,,Orquesta de Tango Puente Alsina,2003 Barcelona Particular (en vivo),02:28,1712
1893,Don José María,Tango,,Rosendo Mendizábal,,Tango,Instrumental,Orquesta,Carlos Di Sarli,14-5-1943 Buenos Aires RCA-Victor 60-0114 84380,,
1894,Don José María,Tango,,Rosendo Mendizábal,,Tango,Instrumental,Orquesta,Carlos Di Sarli,8-9-1954 Buenos Aires RCA-Victor 1A-0165 S3322,,
1895,Don José María,Tango,,Rosendo Mendizábal,,Tango,Instrumental,Sexteto,Carlos Di Sarli,16-6-1930 Buenos Aires RCA-Victor 47467 60335,,
1896,Don José María,Tango,,Rosendo Mendizábal,,Tango,Instrumental,Orquesta,Carlos Di Sarli,1952 Buenos Aires Music Hall 1012B BA 1022,,
1897,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Orquesta,Alfredo De Angelis,7-9-1965 Buenos Aires Odeon 81-A 31724,,
1898,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Orquesta,Aníbal Troilo,18-10-1967 Buenos Aires RCA-Victor AVL-3775 7252,,
1899,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Orquesta,Carlos Di Sarli,3-10-1941 Buenos Aires RCA-Victor 39431 59810,,
1900,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Orquesta,Carlos Di Sarli,31-1-1955 Buenos Aires RCA-Victor 1A-0390 S3725,02:49,712
1901,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Pepe y su cuarteto loco-Dir:,José Basso,Buenos Aires Odeon 51930,,
1902,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Orquesta,José Basso,19-4-1955 Buenos Aires Odeon 51751 20084,,
1903,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Orquesta,Osmar Maderna,24-9-1946 Buenos Aires RCA-Victor 60-1053,,
1904,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Orquesta,Carlos Di Sarli,1951 Buenos Aires Music Hall 1005A BA 1008,,
1905,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Orquesta,Aníbal Troilo,1954 Buenos Aires T.K. D 5259 664,,
1906,Don Juan (El taita del barrio),Tango,1910,Ernesto Ponzio,Ricardo Podestá,Tango,Instrumental,Orquesta,José Basso,1970 Buenos Aires Almalí 30007,,
1907,Don Pérez,Tango,,Nicolás Casares,,Tango,Instrumental,Dúo,Dúo La Propina,2008 Buenos Aires Particular,03:51,6436
1908,Don Walter,Tango,,Sandra Antonuci,,Tango,Instrumental,Guitarra de,Sandra Antonuci,2014 Buenos Aires Particular,03:08,7296
1909,Dónde,Tango,,"Lucio Demare, Agustín Irusta, Roberto Fugazot",Antonio Graciani,Tango,Armando Garrido,Orquesta,Lucio Demare,1954 Buenos Aires Art-Fono 1001,,
1910,Dónde,Tango,,"Lucio Demare, Agustín Irusta, Roberto Fugazot",Antonio Graciani,Tango,Roberto Rufino,Orquesta Típica Porteña - Dir:,Raúl Garello,1978 Buenos Aires RCA-Victor AVS-4583,,
1911,Dónde,Tango,,"Lucio Demare, Agustín Irusta, Roberto Fugazot",Antonio Graciani,Tango,Luis Cardei,,Antonio Pisano,1995 Buenos Aires G 001,,
1912,Dónde estarás mi vida,Pasodoble,,Antonio López Quiroga Segovia,"Ignacio Román Jiménez, Francisco Naranjo Caldera",Pasodoble,Osvaldo Ribó,Orquesta,Ricardo Tanturi,29-4-1958 Buenos Aires RCA-Victor 1A-1553 JAAB535,,
1913,Dónde estás,Tango,,Manuel Sucher,Carlos Bahr,Tango,Jorge Durán,Orquesta,Carlos Di Sarli,28-8-1958 Buenos Aires RCA-Victor 1A-1672 T0665,,
1914,Dónde estás,Tango,,Manuel Sucher,Carlos Bahr,Tango,Floreal Ruiz,Orquesta,José Basso,27-9-1957 Buenos Aires Odeon 52275 22529,,
1915,Dónde estás,Tango,,Manuel Sucher,Carlos Bahr,Tango,Jorge Maciel,Orquesta,Osvaldo Pugliese,7-8-1959 Buenos Aires Odeon 52573 24307,,
1916,Dónde estás,Tango,,Manuel Sucher,Carlos Bahr,Tango,Jorge Durán,Orquesta,Carlos Di Sarli,1958 Buenos Aires Philips 2h42072,,
1917,Dónde estás caridad,Tango,,Roberto Rufino,Enrique Lary,Tango,Roberto Rufino,Orquesta,Raúl Garello,20-11-1970 Buenos Aires RCA-Victor CAL-3279 10888,,
1918,Dónde estás corazón,Tango,1930,"Luis Martínez Serrano, Augusto Berto",Luis Martínez Serrano,Tango,Alberto Serna,Orquesta,Antonio Rodio,23-5-1944 Buenos Aires Odeon 7604 13804,,
1919,Dónde estás corazón,Tango,1930,"Luis Martínez Serrano, Augusto Berto",Luis Martínez Serrano,Tango,Teresita Asprella,Orquesta,Horacio Pettorossi,1930 Milan Columbia,03:00,5606
1920,Dónde estás corazón,Tango,1930,"Luis Martínez Serrano, Augusto Berto",Luis Martínez Serrano,Tango,Raúl Del Mar Héctor Gagliardi,Orquesta,Miguel Caló,1965 Colombia,,
1921,Dónde estás japonesita,Tango,,José Basso,Norberto Aroldi,Tango,Luis Correa Juan Carlos Godoy,Orquesta,José Basso,1968 Buenos Aires Music Hall 2300,,
1922,Dónde hay un mango,Ranchera,,Francisco Canaro,Ivo Pelay,Ranchera,Tita Merello,Con orquesta,,17-5-1960 Buenos Aires Odeon 61032,,
1923,Dónde hay un mango,Ranchera,,Francisco Canaro,Ivo Pelay,Ranchera,Silvia Horowitz,Trío,Piedra Pómez,2007 Buenos Aires Particular S/Nº,02:38,6376
1924,Dos amores,Tango,,Antonio Sureda,Gerónimo Sureda,Tango,Armando Laborde,Orquesta,Juan D'Arienzo,13-5-1947 Buenos Aires RCA-Victor 60-1331 83420,,
1925,Dos amores,Tango,,Antonio Sureda,Gerónimo Sureda,Tango,Jorge Maciel,Orquesta,Osvaldo Pugliese,1961 Buenos Aires Philips 45046 10.1962,,
1926,Dos años,Vals peruano,,Mario Cavagnaro,Mario Cavagnaro,Vals peruano,Enzo Valentino,Con guitarras,,1960 Buenos Aires T.K.,,
1927,Dos corazones,Vals,,Francisco Canaro,Ivo Pelay,Vals,Horacio Quintana,Orquesta,Lucio Demare,25-9-1944 Buenos Aires Odeon 8076 14113,,
1928,Dos corazones,Vals,,Francisco Canaro,Ivo Pelay,Vals,Rosanna Falasca,Orquesta,Luis Stazo,1971 Buenos Aires Diapasón GL 4042-A,02:42,1206
1929,Dos corazones,Vals,,Francisco Canaro,Ivo Pelay,Vals,Nelly Omar,Orquesta de cuerdas de,José Canet,1977 Buenos Aires Embassy 90.010,,
1930,Dos corazones,Vals,,Francisco Canaro,Ivo Pelay,Vals,Quique Gómez,Guitarras de,Leo Rodríguez,1-1-1900 Resistencia Particular S/Nº,02:57,7068
1931,Dos en uno,Tango,,Rodolfo Sciammarella,Enrique Cadícamo,Tango,Carlos Gardel,Guitarras de Aguilar y Barbieri,,12-8-1929 Buenos Aires Odeon 18299 4465,01:56,2869
1932,Dos fracasos,Tango,,Miguel Caló,Homero Expósito,Tango,Alberto Podestá,Orquesta,Miguel Caló,31-7-1941 Buenos Aires Odeon 8363 11344,,
1933,Dos fracasos,Tango,,Miguel Caló,Homero Expósito,Tango,Luis Correa,Orquesta,Miguel Caló,19-11-1963 Buenos Aires Odeon DTOA-2083 29630,02:47,1285
1934,Dos ojos tristes,Tango,1945,Oscar de la Fuente,Luis Rubistein,Tango,Alberto Morán,Orquesta,Osvaldo Pugliese,27-5-1946 Buenos Aires Odeon 7683 15537,,
1935,Dos palabras por favor,Tango,1943,Luis Visca,Luis Rubistein,Tango,Raúl Berón,Orquesta,Lucio Demare,13-10-1943 Buenos Aires Odeon 8070-B 13364,,
1936,Dos palabras por favor,Tango,1943,Luis Visca,Luis Rubistein,Tango,Enrique Campos,Orquesta,Ricardo Tanturi,5-10-1943 Buenos Aires RCA-Victor 60-0233 77278,,
1937,Dos preguntas,Tango,,José Canet,"Abel Aznar, Alfredo Gago",Tango,Silvia Del Río,Orquesta,Oscar Toscano,1964 Buenos Aires Bemol,03:04,6971
1938,Dos que se aman,Vals,,Antonio Tormo,Manuel María Flores,Vals,Francisco Fiorentino Ricardo Ruiz,Orquesta,José Basso,10-3-1949 Buenos Aires RCA-Victor Particular,,
1939,Dos que se aman,Vals,,Antonio Tormo,Manuel María Flores,Vals,Alberto Morán,Orquesta,Osvaldo Pugliese,15-9-1948 Buenos Aires Odeon 30601 17071,,
1940,Dos que se aman,Vals,,Antonio Tormo,Manuel María Flores,Vals,Roberto Videla Osvaldo Ribó,Orquesta,Ricardo Tanturi,25-6-1948 Buenos Aires RCA-Victor 60-1639 83988,,
1941,Duele más,Tango,,Simón Bajour,Reinaldo Yiso,Tango,Jorge Durán,Orquesta,Carlos Di Sarli,19-12-1956 Buenos Aires RCA-Victor 1A-1178-A T0040,,
1942,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Carlos Gardel,Orquesta,Alfredo De Angelis,30-11-1973 Buenos Aires Odeon 8015-A 41246,,
1943,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Ángel Vargas,Orquesta Ángel Vargas dir:,Armando Lacava,16-9-1952 Buenos Aires RCA-Victor 63-0208 SO-0127,,
1944,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Jorge Durán,Orquesta,Carlos Di Sarli,29-3-1946 Buenos Aires RCA-Victor 60-0910 82050,,
1945,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Guillermo Rico,Orquesta,Francisco Canaro,16-5-1945 Buenos Aires Odeon 5269 14623,02:34,582
1946,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Roberto Rufino,Orquesta,Miguel Caló,3-10-1966 Buenos Aires Odeon LDB-114 32824,,
1947,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Roberto Rufino,Orquesta,Miguel Caló,3-10-1966 Buenos Aires Odeon LDB-114 32824,,
1948,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Mario Pomar,Orquesta,Carlos Di Sarli,1952 Buenos Aires Music Hall 1042-A BA 1082,,
1949,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Alberto Gómez,,Pedro Maffia,1959 Buenos Aires TK 10406-B,,
1950,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Héctor Darío,Orquesta,Armando Pontier,1964 Buenos Aires Polydor 20302,02:35,684
1951,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Nelly Omar,Guitarras de,José Canet,1981 Buenos Aires RCA-Victor LZ-1509,,
1952,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Luis Cardei,,,1998 Buenos Aires DBN CDM-51.586,,
1953,Duelo criollo,Tango,1928,Juan Rezzano,Lito Bayardo,Tango,Adriana Varela,Orquesta,Leopoldo Federico,1998 Buenos Aires ND CDND-447 Más tango,,
1954,Duerme,Canción,,Hugo Gutiérrez,Homero Manzi,Canción,Oscar Alonso,Orquesta,Carlos García,23-10-1969 Buenos Aires Odeon LDS-854,,
1955,Duerme mi amor,Tango,,"Hubert Giraud, Pierre Delanoe",Alberto Laureano Martínez,Tango,Horacio Casares,Orquesta,Carlos Di Sarli,1958 Buenos Aires Philips 1h42053,,
1956,Duerme mi amor,Tango,,"Hubert Giraud, Pierre Delanoe",Alberto Laureano Martínez,Tango,Carlos Casado,Orquesta,Osvaldo Piro,1968 Buenos Aires Philips 82225,,
1957,Duerme mi niña,Tango,,Mario Canaro,Víctor Prestipino,Tango,Carlos Almagro,Orquesta,Rodolfo Biagi,1962 Buenos Aires Music Hall 894,,
1958,Dulce amargura,Tango,,"Héctor Alperi, Jorge Mario Torres",Virgilio San Clemente,Tango,Roberto Caló,Orquesta,Miguel Caló,21-12-1938 Buenos Aires Odeon 8361 9763,,
1959,Dulce porteña,Vals,1939,"Richard Russo, Orietta Castex","Richard Russo, Orietta Castex",Vals,Luis Díaz,Orquesta,Pedro Maffia,1930 Buenos Aires Brunswick 1435-B,,
1960,Durazno a cuarenta el ciento,Milonga,,José Razzano,Celedonio Flores,Milonga,Alberto Gómez,Con guitarras,,24-10-1934 Buenos Aires RCA-Victor,03:21,1752
1961,Ebrio,Tango,1927,Rafael Rossi,José Rial,Tango,Carlos Gardel,Guitarras de Barbieri y Ricardo.,,6-10-1927 Buenos Aires Odeon 18230 1457,02:20,762
1962,Ebrio,Tango,1927,Rafael Rossi,José Rial,Tango,Enrique Campos,Orquesta,Francisco Rotundo,1-8-1956 Buenos Aires Pampa 14165 MAI-1916,,
1963,Echale sal,Tango,,"Miguel Caló, Víctor Braña",,Tango,Instrumental,Orquesta,Miguel Caló,9-8-1948 Buenos Aires Odeon 30024 17029,,
1964,Echando mala,Tango,,Pascual Clausi,Francisco Brancatti,Tango,Carlos Gardel,,,22-7-1929 Buenos Aires Odeon 18280 E 4392/1,02:15,7512
1965,Echaste buena,Tango,,Eduardo Bonessi,Enrique Dizeo,Tango,Carlos Gardel,Guitarra de,José Ricardo,27-12-1925 Barcelona Odeon 18155 SO3815/2,02:56,7662
1966,El abandono,Vals,,Miguel Caló,Reinaldo Yiso,Vals,Trío Palacio-Riverol-Cabral,Orquesta,Miguel Caló,7-9-1953 Buenos Aires Odeon 55787 19108,,
1967,El abrojito,Tango,1926,Luis Bernstein,Jesús Fernández Blanco,Tango,Alberto Morán,Orquesta,Osvaldo Pugliese,24-7-1945 Buenos Aires Odeon 7675 14805,03:15,118
1968,El abrojito,Tango,1926,Luis Bernstein,Jesús Fernández Blanco,Tango,Instrumental,,Aníbal Troilo,1955 Buenos Aires T.K. SF30011 1089,,
1969,El abrojo,Tango,,Agustín Bardi,,Tango,Instrumental,Orquesta,Carlos Di Sarli,1958 Buenos Aires Philips 1h42053,,
1970,El acorde final,Tango,,José Dames,Oscar Valles,Tango,Carlos Aguirre,Orquesta,Alfredo De Angelis,7-7-1971 Buenos Aires Odeon 1051-B 38494,,
1971,El adiós,Tango,1937,Maruja Pacheco Huergo,Virgilio San Clemente,Tango,Ignacio Corsini,,,15-3-1938 Buenos Aires Odeon 18680 9335,03:43,1737
1972,El adiós,Tango,1937,Maruja Pacheco Huergo,Virgilio San Clemente,Tango,Ángel Vargas,Orquesta Ángel Vargas dir:,Armando Lacava,28-1-1954 Buenos Aires RCA-Victor 68-1478 SO-1948,,
1973,El adiós,Tango,1937,Maruja Pacheco Huergo,Virgilio San Clemente,Tango,Jorge Maciel,Orquesta,Osvaldo Pugliese,1963 Buenos Aires Philips 82049 1.1965,,
1974,El adiós,Tango,1937,Maruja Pacheco Huergo,Virgilio San Clemente,Tango,Ivana Fortunati,,,2009 Carreras (Santa Fe) Particular S/Nº,03:41,7041
1975,El adiós de Gabino Ezeiza,Milonga,1933,Enrique Maciel,Héctor Blomberg,Milonga,Ignacio Corsini,,,8-9-1933 Buenos Aires Odeon 18666 7521,02:35,864
1976,El adiós de Gabino Ezeiza,Milonga,1933,Enrique Maciel,Héctor Blomberg,Milonga,Enzo Valentino,Orquesta,Roberto Pansera,1968 Buenos Aires Alanicky 6085509,,
